答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
262,E_307_61f4d54033f0c4d244197d1e_yMDNxETM,12-18 岁,女,本科,暂无收入,华中地区(包括湖北、湖南、河南),学生,初音未来|洛天依,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，200 元以下,不愿付费,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 50 元以下,线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:48:09,2022-02-04 11:51:49,03分40秒,河南省,洛阳市,182.118.239.12,Chrome 86.0.4240.99,Android Linux 10
263,E_307_61974a0633f0c49871053d1b_yMDNxETM,19-29 岁,女,本科,20000 元以上,华中地区(包括湖北、湖南、河南),自由职业者,初音未来|洛天依|aespa,娱乐消费，能够带来快乐|精神寄托,花过，1000 元以上,每月 501 到 1000 元,代言品牌|线上/线下 演唱会|游戏,漫画等周边|线上/线下 演唱会,虚拟偶像种类:9.0|相关产品的丰富度:47.0|付费价格:19.0|其他:25.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:15,2022-02-04 11:51:50,02分35秒,浙江省,绍兴市,39.170.230.81,Unknown Browser,iPhone iOS 12.5.5
264,E_307_5faa8d1033f0c4507817a9d6_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,洛天依|柳叶熙,不会塌房，追星更加稳定|精神寄托|审美需要,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边,代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:26.0|相关产品的丰富度:30.0|付费价格:24.0|其他:20.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:22,2022-02-04 11:51:51,02分29秒,河北省,张家口市,183.197.188.77,Chrome 85.0.4183.127,Android Linux 10
265,E_307_61b16e351b2425697c27301b_yMDNxETM,30-45 岁,女,大专,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，200 元以下,每月 50 到 200 元,代言品牌|漫画等周边,漫画等周边|线上/线下 演唱会,虚拟偶像种类:27.0|相关产品的丰富度:58.0|付费价格:15.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:18,2022-02-04 11:51:52,02分34秒,山东省,东营市,123.170.37.108,Chrome 79.0.3945.116,Android Linux 9
266,E_307_5c4f0890c1a87d2822fdb01f_yMDNxETM,30-45 岁,女,本科,15001-20000 元,华北地区(包括北京、天津、河北、山西、内蒙古),企业管理人员,初音未来|A-SOUL（嘉然今天吃什么）,精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,代言品牌,线上/线下 演唱会,虚拟偶像种类:13.0|相关产品的丰富度:20.0|付费价格:29.0|其他:38.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:48:58,2022-02-04 11:51:54,02分56秒,北京市,北京市,114.241.66.71,Chrome 68.0.3440.91,Android Linux 9
267,E_307_61a5c38433f0c423234d3fb2_yMDNxETM,19-29 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 201 至 500 元,直播打赏|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:21,2022-02-04 11:51:55,02分34秒,黑龙江省,哈尔滨市,223.104.17.61,Chrome 87.0.4280.101,Android Linux 10
268,E_307_61a47fbd1b242552794a86a6_yMDNxETM,19-29 岁,女,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:49:19,2022-02-04 11:51:55,02分36秒,黑龙江省,哈尔滨市,42.100.132.198,Chrome 83.0.4103.106,Android Linux 10
269,E_307_613b22541b24251c8f9fafa5_yMDNxETM,46 岁及以上,女,高中,2000 元以下,华南地区(包括广东、广西、海南、澳门、香港),个体经营者/承包商,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,代言品牌,不太清楚,没有,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:39,2022-02-04 11:52:14,02分35秒,广东省,东莞市,223.104.66.179,Unknown Browser,iPhone iOS 11.1.2
270,E_307_61e403821b2425f187728e8e_yMDNxETM,12-18 岁,女,高中,2000 元以下,华中地区(包括湖北、湖南、河南),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 201 至 500 元,直播打赏|漫画等周边|线上/线下 演唱会,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:49:38,2022-02-04 11:52:15,02分37秒,黑龙江省,绥化市,60.15.137.198,Chrome 83.0.4103.106,Android Linux 10
271,E_307_60d98aab33f0c4081b13ffaa_yMDNxETM,19-29 岁,女,本科,暂无收入,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,不太清楚,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:49:51,2022-02-04 11:52:20,02分29秒,广东省,梅州市,120.239.4.32,Chrome 83.0.4103.106,Android Linux 11
272,E_307_56c9ca1bc1a87d114a2944c9_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 元以下,直播打赏|代言品牌|漫画等周边,代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:26.0|相关产品的丰富度:34.0|付费价格:22.0|其他:18.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:48:48,2022-02-04 11:52:24,03分36秒,北京市,北京市,43.224.44.74,Chrome 97.0.4692.99,Windows 10
273,E_307_61f242e91b2425ff3ea0f2c3_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,直播打赏|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:19,2022-02-04 11:52:27,03分08秒,黑龙江省,哈尔滨市,117.136.56.212,Chrome 62.0.3202.84,Android Linux 8.1.0
274,E_307_61caaf1333f0c41f978b628e_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会,代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:30.0|相关产品的丰富度:27.0|付费价格:28.0|其他:15.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:55,2022-02-04 11:52:31,02分36秒,江苏省,连云港市,117.92.34.71,Chrome 55.0.2883.91,Android Linux 6.0.1
275,E_307_60a1b05f33f0c4ba8a99ce7e_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),自由职业者,初音未来,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，501 元到 1000 元,每月 50 元以下,漫画等周边|线上/线下 演唱会,线上/线下 演唱会,虚拟偶像种类:34.0|相关产品的丰富度:56.0|付费价格:10.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:50:05,2022-02-04 11:52:34,02分29秒,广西壮族自治区,贵港市,116.11.76.119,Chrome 80.0.3987.99,Android Linux 10
276,E_307_6165363d33f0c4e820ef492b_yMDNxETM,19-29 岁,女,本科,15001-20000 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,洛天依|柳叶熙,不会塌房，追星更加稳定|审美需要,花过，200至 500 元,每月 50 到 200 元,代言品牌|线上/线下 演唱会|游戏,线上/线下 演唱会|游戏,虚拟偶像种类:43.0|相关产品的丰富度:38.0|付费价格:9.0|其他:10.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:49:46,2022-02-04 11:52:34,02分48秒,广东省,东莞市,223.104.71.16,Chrome 88.0.4324.93,Android Linux 10
277,E_307_61d257fc33f0c47da2b0525c_yMDNxETM,19-29 岁,男,大专,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),自由职业者,A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 到 200 元,漫画等周边,代言品牌|游戏,虚拟偶像种类:17.0|相关产品的丰富度:22.0|付费价格:20.0|其他:41.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:49:18,2022-02-04 11:52:37,03分19秒,广东省,云浮市,120.239.121.213,Chrome 87.0.4280.141,Android Linux 11
278,E_307_61a5ba9a33f0c423234d370b_yMDNxETM,30-45 岁,男,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,代言品牌|漫画等周边,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:04,2022-02-04 11:52:40,02分36秒,黑龙江省,哈尔滨市,42.100.131.75,Chrome 51.0.2704.81,Android Linux 6.0
279,E_307_61fc9e611b2425ff3ea93b5b_yMDNxETM,19-29 岁,男,大专,暂无收入,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,代言品牌,不太清楚,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:03,2022-02-04 11:52:41,02分38秒,江苏省,连云港市,223.67.229.172,Chrome 70.0.3538.110,Android Linux 9
280,E_307_5c065ac2c1a87d24926d570d_yMDNxETM,19-29 岁,男,本科,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),学生,初音未来|洛天依,娱乐消费，能够带来快乐|精神寄托,从未,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,不愿付费（跳转 14 题）,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:40,2022-02-04 11:52:44,03分04秒,广东省,广州市,202.104.45.185,Chrome 86.0.4240.198,Windows 7
281,E_307_61fc8c681b2425ff3fab2aa1_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,初音未来|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,代言品牌|漫画等周边|线上/线下 演唱会,漫画等周边|线上/线下 演唱会,虚拟偶像种类:5.0|相关产品的丰富度:67.0|付费价格:28.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:15,2022-02-04 11:52:47,02分32秒,广东省,广州市,103.27.25.135,Unknown Browser,iPhone iOS 15.1
282,E_307_58664713611ebf531f3f6405_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,A-SOUL（嘉然今天吃什么）,精神寄托,从未,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 到 200 元,代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:50:15,2022-02-04 11:52:49,02分34秒,,,117.132.197.67,Chrome 56.0.2924.87,Android Linux 7.0
283,E_307_613b617033f0c4aec2e75fa3_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,aespa,不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 到 200 元,游戏,代言品牌|漫画等周边,虚拟偶像种类:16.0|相关产品的丰富度:45.0|付费价格:31.0|其他:8.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:19,2022-02-04 11:52:50,02分31秒,广东省,汕头市,120.230.0.83,Chrome 88.0.4324.93,Android Linux 10
284,E_307_61f6357333f0c4d24214200b_yMDNxETM,19-29 岁,男,本科,暂无收入,华北地区(包括北京、天津、河北、山西、内蒙古),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 到 200 元,游戏,创立阶段，虚拟偶像种类不多，相关的产品也不多,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:12,2022-02-04 11:52:56,02分44秒,河北省,石家庄市,221.192.179.21,Chrome 88.0.4324.93,Android Linux 10
285,E_307_5f8d9b507654804b41ae8732_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,洛天依|柳叶熙,不会塌房，追星更加稳定|精神寄托,花过，1000 元以上,每月 50 到 200 元,直播打赏|漫画等周边,代言品牌|线上/线下 演唱会,虚拟偶像种类:21.0|相关产品的丰富度:46.0|付费价格:27.0|其他:6.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:31,2022-02-04 11:53:01,02分30秒,河北省,秦皇岛市,221.192.180.123,Chrome 83.0.4103.106,Android Linux 11
286,E_307_61ccefbf33f0c45b647f34e8_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 元以下,代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:57,2022-02-04 11:53:04,05分07秒,黑龙江省,哈尔滨市,123.167.84.15,Chrome 86.0.4240.99,Android Linux 10
287,E_307_61ccd1e633f0c45b627eef7e_yMDNxETM,19-29 岁,女,大专,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:47:32,2022-02-04 11:53:05,05分33秒,黑龙江省,哈尔滨市,42.100.128.32,Chrome 86.0.4240.99,Android Linux 10
288,E_307_5f0e6536c4613166de2fed92_yMDNxETM,19-29 岁,男,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 201 至 500 元,代言品牌|漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:46,2022-02-04 11:53:13,03分27秒,浙江省,台州市,115.202.180.44,Chrome 75.0.3770.100,Windows 10
289,E_307_61ee995f33f0c4d244131fb7_yMDNxETM,19-29 岁,女,大专,2000 元以下,华南地区(包括广东、广西、海南、澳门、香港),学生,洛天依,娱乐消费，能够带来快乐,从未,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 元以下,漫画等周边|线上/线下 演唱会|游戏,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:17,2022-02-04 11:53:15,02分58秒,广西壮族自治区,南宁市,220.200.126.123,Chrome 83.0.4103.106,Android Linux 10
290,E_307_5f372b83c46131549e5b39b9_yMDNxETM,19-29 岁,女,博士研究生及以上,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,柳叶熙,不会塌房，追星更加稳定,花过，200 元以下,每月 50 到 200 元,直播打赏,代言品牌,虚拟偶像种类:10.0|相关产品的丰富度:30.0|付费价格:40.0|其他:20.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:50:51,2022-02-04 11:53:30,02分39秒,天津市,天津市,211.94.241.233,Unknown Browser,iPhone iOS 14.1
291,E_307_604597101b24254e1f8aa595_yMDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 到 200 元,直播打赏|代言品牌,漫画等周边,虚拟偶像种类:21.0|相关产品的丰富度:57.0|付费价格:22.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:54,2022-02-04 11:53:31,02分37秒,安徽省,合肥市,117.136.103.217,Chrome 92.0.4515.131,Android Linux 11
292,E_307_55961170c1a87d55ef847e8e_yMDNxETM,30-45 岁,女,大专,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,洛天依,娱乐消费，能够带来快乐,花过，200 元以下,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会,代言品牌|线上/线下 演唱会,虚拟偶像种类:29.0|相关产品的丰富度:21.0|付费价格:30.0|其他:20.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:49:10,2022-02-04 11:53:39,04分29秒,河北省,廊坊市,27.189.67.58,Chrome 86.0.4240.99,Android Linux 9
293,E_307_5804b516c1a87d2f69317abe_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依|aespa,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 元以下,代言品牌|漫画等周边,直播打赏|漫画等周边,虚拟偶像种类:35.0|相关产品的丰富度:41.0|付费价格:20.0|其他:4.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:51:02,2022-02-04 11:53:43,02分41秒,天津市,天津市,221.197.234.184,Chrome 86.0.4240.198,Windows 7
294,E_307_5bde41a2c1a87d1eea44d93b_yMDNxETM,19-29 岁,男,高中,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,普通工人,初音未来|A-SOUL（嘉然今天吃什么）|aespa,不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 201 至 500 元,直播打赏|漫画等周边|线上/线下 演唱会,直播打赏|漫画等周边|线上/线下 演唱会,虚拟偶像种类:10.0|相关产品的丰富度:14.0|付费价格:21.0|其他:55.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:47:03,2022-02-04 11:53:48,06分45秒,四川省,成都市,139.207.73.8,Chrome 77.0.3865.120,Android Linux 8.1.0
295,E_307_61e02e8f33f0c4599c4bb201_yMDNxETM,30-45 岁,女,本科,15001-20000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|洛天依,不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 50 到 200 元,代言品牌,代言品牌,虚拟偶像种类:89.0|相关产品的丰富度:11.0|付费价格:0.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:51:15,2022-02-04 11:53:52,02分37秒,上海市,上海市,101.84.172.141,Unknown Browser,iPhone iOS 15.0.2
296,E_307_61b595321b2425dadd49c003_yMDNxETM,30-45 岁,男,博士研究生及以上,2000 元以下,华北地区(包括北京、天津、河北、山西、内蒙古),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,其他:没有,不愿付费（跳转 14 题）,其他:没有倾向,不太清楚,没有,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:51:28,2022-02-04 11:54:01,02分33秒,黑龙江省,齐齐哈尔市,42.185.198.250,Chrome 83.0.4103.106,Android Linux 10
297,E_307_60eafd7d33f0c4081b36e0f9_yMDNxETM,19-29 岁,女,本科,2000 元以下,西北地区(包括宁夏、新疆、青海、陕西、甘肃),学生,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,不愿付费（跳转 14 题）,漫画等周边,推广意义不大，日常流量明星就已经能够满足需要,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:51:02,2022-02-04 11:54:06,03分04秒,陕西省,西安市,111.19.93.142,Chrome 88.0.4324.93,Android Linux 10
